,complaint_date,offense,borough,category,victim_age_group,victim_sex
3864,2023-01-05,HARRASSMENT 2,MANHATTAN,VIOLATION,45-64,M
3865,2023-01-23,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,MISDEMEANOR,45-64,M
3866,2023-01-07,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,45-64,F
3867,2023-01-31,HARRASSMENT 2,MANHATTAN,VIOLATION,65+,M
3868,2023-01-28,OFFENSES AGAINST PUBLIC ADMINI,BROOKLYN,MISDEMEANOR,UNKNOWN,E
3869,2023-01-14,OFF. AGNST PUB ORD SENSBLTY &,MANHATTAN,MISDEMEANOR,25-44,F
3870,2023-01-21,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,F
3871,2023-01-26,GRAND LARCENY,MANHATTAN,FELONY,<18,M
3872,2023-01-05,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,M
3873,2023-01-02,GRAND LARCENY,MANHATTAN,FELONY,25-44,F
3874,2023-01-30,GRAND LARCENY,BROOKLYN,FELONY,25-44,F
3875,2023-01-03,DANGEROUS DRUGS,BROOKLYN,FELONY,UNKNOWN,E
3876,2023-01-23,SEX CRIMES,BROOKLYN,MISDEMEANOR,<18,F
3877,2023-01-09,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,M
3878,2023-01-25,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,18-24,F
3879,2023-01-19,PETIT LARCENY,BROOKLYN,MISDEMEANOR,45-64,F
3880,2023-01-15,DANGEROUS DRUGS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
3881,2023-01-17,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,18-24,F
3882,2023-01-16,FRAUDS,BROOKLYN,MISDEMEANOR,25-44,F
3883,2023-01-22,HARRASSMENT 2,BROOKLYN,VIOLATION,<18,F
3884,2023-01-25,VEHICLE AND TRAFFIC LAWS,BROOKLYN,MISDEMEANOR,18-24,F
3885,2023-01-26,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3886,2023-01-07,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,25-44,M
3887,2023-01-04,GRAND LARCENY,BROOKLYN,FELONY,25-44,F
3888,2023-01-20,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3889,2023-01-05,DANGEROUS DRUGS,BROOKLYN,FELONY,18-24,F
3890,2023-01-21,SEX CRIMES,BROOKLYN,MISDEMEANOR,<18,F
3891,2023-01-29,MISCELLANEOUS PENAL LAW,MANHATTAN,FELONY,UNKNOWN,M
3892,2023-01-07,GRAND LARCENY,MANHATTAN,FELONY,25-44,F
3893,2023-01-25,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,M
3894,2023-01-07,BURGLARY,BROOKLYN,FELONY,UNKNOWN,D
3895,2023-01-30,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3896,2023-01-20,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,65+,M
3897,2023-01-22,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,25-44,M
3898,2023-01-05,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,MISDEMEANOR,UNKNOWN,E
3899,2023-01-30,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3900,2023-01-14,PETIT LARCENY,MANHATTAN,MISDEMEANOR,25-44,F
3901,2023-01-17,HARRASSMENT 2,MANHATTAN,VIOLATION,45-64,M
3902,2023-01-07,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,25-44,M
3903,2023-01-07,PETIT LARCENY,BROOKLYN,MISDEMEANOR,25-44,F
3904,2023-01-18,MISCELLANEOUS PENAL LAW,MANHATTAN,FELONY,45-64,M
3905,2023-01-30,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,MISDEMEANOR,UNKNOWN,E
3906,2023-01-15,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3907,2023-01-15,VEHICLE AND TRAFFIC LAWS,BROOKLYN,MISDEMEANOR,45-64,F
3908,2023-01-17,FORGERY,MANHATTAN,FELONY,UNKNOWN,D
3909,2023-01-27,PETIT LARCENY,(null),MISDEMEANOR,18-24,M
3910,2023-01-04,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,M
3911,2023-01-10,BURGLAR'S TOOLS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
3912,2023-01-24,GRAND LARCENY,MANHATTAN,FELONY,UNKNOWN,D
3913,2023-01-13,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3914,2023-01-28,GRAND LARCENY,MANHATTAN,FELONY,UNKNOWN,D
3915,2023-01-07,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,M
3916,2023-01-24,CRIMINAL TRESPASS,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3917,2023-01-27,BURGLARY,MANHATTAN,FELONY,UNKNOWN,D
3918,2023-01-03,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,MISDEMEANOR,UNKNOWN,E
3919,2023-01-30,OFF. AGNST PUB ORD SENSBLTY &,BROOKLYN,MISDEMEANOR,25-44,F
3920,2023-01-22,VEHICLE AND TRAFFIC LAWS,MANHATTAN,MISDEMEANOR,25-44,F
3921,2023-01-19,PETIT LARCENY,BROOKLYN,MISDEMEANOR,25-44,M
3922,2023-01-03,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,UNKNOWN,E
3923,2023-01-09,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3924,2023-01-06,BURGLARY,MANHATTAN,FELONY,UNKNOWN,D
3925,2023-01-14,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3926,2023-01-21,SEX CRIMES,MANHATTAN,MISDEMEANOR,18-24,F
3927,2023-01-07,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
3928,2023-01-19,FELONY ASSAULT,MANHATTAN,FELONY,25-44,F
3929,2023-01-08,GRAND LARCENY,MANHATTAN,FELONY,25-44,M
3930,2023-01-27,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,M
3931,2023-01-01,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,M
3932,2023-01-28,ROBBERY,MANHATTAN,FELONY,25-44,M
3933,2023-01-08,FELONY ASSAULT,BROOKLYN,FELONY,18-24,F
3934,2023-01-01,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,F
3935,2023-01-17,PETIT LARCENY,MANHATTAN,MISDEMEANOR,25-44,F
3936,2023-01-29,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3937,2023-01-31,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3938,2023-01-29,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3939,2023-01-17,SEX CRIMES,BROOKLYN,MISDEMEANOR,18-24,F
3940,2023-01-03,HARRASSMENT 2,MANHATTAN,VIOLATION,18-24,M
3941,2023-01-17,VEHICLE AND TRAFFIC LAWS,BROOKLYN,MISDEMEANOR,<18,M
3942,2023-01-17,DANGEROUS DRUGS,BROOKLYN,MISDEMEANOR,UNKNOWN,E
3943,2023-01-11,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3944,2023-01-20,BURGLAR'S TOOLS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
3945,2023-01-02,OFFENSES INVOLVING FRAUD,MANHATTAN,MISDEMEANOR,UNKNOWN,E
3946,2023-01-26,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
3947,2023-01-31,GRAND LARCENY,MANHATTAN,FELONY,25-44,M
3948,2023-01-21,MISCELLANEOUS PENAL LAW,BROOKLYN,FELONY,65+,F
3949,2023-01-01,INTOXICATED & IMPAIRED DRIVING,BROOKLYN,MISDEMEANOR,UNKNOWN,E
3950,2023-01-26,GRAND LARCENY,MANHATTAN,FELONY,25-44,M
3951,2023-01-10,GRAND LARCENY,BROOKLYN,FELONY,45-64,M
3952,2023-01-25,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,F
3953,2023-01-02,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,M
3954,2023-01-08,FELONY ASSAULT,MANHATTAN,FELONY,25-44,L
3955,2023-01-24,NYS LAWS-UNCLASSIFIED FELONY,MANHATTAN,FELONY,UNKNOWN,E
3956,2023-01-05,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3957,2023-01-05,DANGEROUS DRUGS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
3958,2023-01-19,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3959,2023-01-05,GRAND LARCENY,BROOKLYN,FELONY,<18,F
3960,2023-01-15,HARRASSMENT 2,BROOKLYN,VIOLATION,45-64,F
3961,2023-01-02,OFF. AGNST PUB ORD SENSBLTY &,BROOKLYN,MISDEMEANOR,25-44,F
3962,2023-01-03,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3963,2023-01-23,INTOXICATED & IMPAIRED DRIVING,BROOKLYN,MISDEMEANOR,UNKNOWN,E
3964,2023-01-08,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,M
3965,2023-01-07,GRAND LARCENY,MANHATTAN,FELONY,25-44,F
3966,2023-01-29,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3967,2023-01-21,FELONY ASSAULT,BROOKLYN,FELONY,18-24,F
3968,2023-01-07,DANGEROUS WEAPONS,BROOKLYN,FELONY,UNKNOWN,D
3969,2023-01-13,OFFENSES AGAINST PUBLIC ADMINI,BROOKLYN,MISDEMEANOR,65+,F
3970,2023-01-11,GRAND LARCENY,MANHATTAN,FELONY,18-24,M
3971,2023-01-03,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3972,2023-01-29,GRAND LARCENY OF MOTOR VEHICLE,BROOKLYN,FELONY,25-44,M
3973,2023-01-26,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,M
3974,2023-01-09,GRAND LARCENY,MANHATTAN,FELONY,18-24,F
3975,2023-01-11,PETIT LARCENY,MANHATTAN,MISDEMEANOR,25-44,F
3976,2023-01-04,VEHICLE AND TRAFFIC LAWS,BROOKLYN,MISDEMEANOR,UNKNOWN,E
3977,2023-01-15,OFF. AGNST PUB ORD SENSBLTY &,MANHATTAN,MISDEMEANOR,45-64,F
3978,2023-01-29,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3979,2023-01-17,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3980,2023-01-07,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3981,2023-01-12,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3982,2023-01-22,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,M
3983,2023-01-10,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,18-24,F
3984,2023-01-24,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,45-64,F
3985,2023-01-09,HARRASSMENT 2,BROOKLYN,VIOLATION,<18,F
3986,2023-01-19,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,M
3987,2023-01-29,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3988,2023-01-17,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3989,2023-01-10,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,F
3990,2023-01-18,PETIT LARCENY,BROOKLYN,MISDEMEANOR,45-64,M
3991,2023-01-17,GRAND LARCENY OF MOTOR VEHICLE,BROOKLYN,FELONY,25-44,M
3992,2023-01-26,DANGEROUS DRUGS,MANHATTAN,FELONY,UNKNOWN,E
3993,2023-01-25,NYS LAWS-UNCLASSIFIED FELONY,MANHATTAN,FELONY,UNKNOWN,E
3994,2023-01-05,HARRASSMENT 2,BROOKLYN,VIOLATION,45-64,F
3995,2023-01-12,NYS LAWS-UNCLASSIFIED FELONY,MANHATTAN,FELONY,UNKNOWN,E
3996,2023-01-08,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
3997,2023-01-19,DANGEROUS DRUGS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
3998,2023-01-20,PETIT LARCENY,MANHATTAN,MISDEMEANOR,18-24,M
3999,2023-01-18,GRAND LARCENY,MANHATTAN,FELONY,65+,F
4000,2023-01-20,GRAND LARCENY,MANHATTAN,FELONY,25-44,M
4001,2023-01-02,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,FELONY,25-44,M
4002,2023-01-31,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
4003,2023-01-08,PETIT LARCENY,BROOKLYN,MISDEMEANOR,18-24,M
4004,2023-01-06,DANGEROUS DRUGS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
4005,2023-01-11,FELONY ASSAULT,MANHATTAN,FELONY,18-24,M
4006,2023-01-18,BURGLARY,MANHATTAN,FELONY,UNKNOWN,D
4007,2023-01-06,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
4008,2023-01-01,PETIT LARCENY,MANHATTAN,MISDEMEANOR,45-64,M
4009,2023-01-06,PETIT LARCENY,MANHATTAN,MISDEMEANOR,25-44,M
4010,2023-01-28,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,25-44,M
4011,2023-01-21,DANGEROUS DRUGS,BROOKLYN,MISDEMEANOR,UNKNOWN,E
4012,2023-01-03,PETIT LARCENY,BROOKLYN,MISDEMEANOR,45-64,M
4013,2023-01-29,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
4014,2023-01-14,CRIMINAL TRESPASS,BROOKLYN,MISDEMEANOR,65+,M
4015,2023-01-09,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
4016,2023-01-15,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
4017,2023-01-22,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,M
4018,2023-01-27,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,UNKNOWN,D
4019,2023-01-14,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,F
4020,2023-01-17,OFFENSES AGAINST PUBLIC ADMINI,BROOKLYN,MISDEMEANOR,UNKNOWN,E
4021,2023-01-14,HARRASSMENT 2,MANHATTAN,VIOLATION,65+,F
4022,2023-01-01,VEHICLE AND TRAFFIC LAWS,BROOKLYN,MISDEMEANOR,UNKNOWN,E
4023,2023-01-13,SEX CRIMES,MANHATTAN,MISDEMEANOR,25-44,F
4024,2023-01-08,PETIT LARCENY,MANHATTAN,MISDEMEANOR,45-64,M
4025,2023-01-17,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
4026,2023-01-29,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,18-24,F
4027,2023-01-01,GRAND LARCENY,MANHATTAN,FELONY,25-44,M
4028,2023-01-04,VEHICLE AND TRAFFIC LAWS,BROOKLYN,MISDEMEANOR,45-64,F
4029,2023-01-27,OFF. AGNST PUB ORD SENSBLTY &,MANHATTAN,MISDEMEANOR,UNKNOWN,D
4030,2023-01-08,GRAND LARCENY OF MOTOR VEHICLE,MANHATTAN,FELONY,25-44,F
4031,2023-01-27,FELONY ASSAULT,MANHATTAN,FELONY,65+,F
4032,2023-01-27,THEFT-FRAUD,BROOKLYN,FELONY,45-64,M
4033,2023-01-03,VEHICLE AND TRAFFIC LAWS,BROOKLYN,MISDEMEANOR,UNKNOWN,E
4034,2023-01-18,HARRASSMENT 2,BROOKLYN,VIOLATION,45-64,F
4035,2023-01-02,BURGLARY,MANHATTAN,FELONY,UNKNOWN,D
4036,2023-01-01,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,F
4037,2023-01-22,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,M
4038,2023-01-10,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,<18,M
4039,2023-01-20,GRAND LARCENY,MANHATTAN,FELONY,45-64,M
4040,2023-01-19,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,M
4041,2023-01-20,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
4042,2023-01-21,GRAND LARCENY,BROOKLYN,FELONY,45-64,F
4043,2023-01-13,GRAND LARCENY,MANHATTAN,FELONY,18-24,F
4044,2023-01-21,FELONY ASSAULT,BROOKLYN,FELONY,45-64,F
4045,2023-01-17,POSSESSION OF STOLEN PROPERTY,BROOKLYN,FELONY,25-44,F
4046,2023-01-26,ADMINISTRATIVE CODE,MANHATTAN,VIOLATION,UNKNOWN,E
4047,2023-01-18,FELONY ASSAULT,BROOKLYN,FELONY,65+,M
4048,2023-01-03,FELONY ASSAULT,BROOKLYN,FELONY,45-64,M
4049,2023-01-25,PETIT LARCENY,BROOKLYN,MISDEMEANOR,45-64,M
4050,2023-01-25,BURGLARY,MANHATTAN,FELONY,UNKNOWN,D
4051,2023-01-13,BURGLARY,MANHATTAN,FELONY,UNKNOWN,D
4052,2023-01-23,GRAND LARCENY,MANHATTAN,FELONY,45-64,M
4053,2023-01-06,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
4054,2023-01-22,BURGLARY,MANHATTAN,FELONY,25-44,M
4055,2023-01-20,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,25-44,M
4056,2023-01-28,GRAND LARCENY,MANHATTAN,FELONY,25-44,F
4057,2023-01-25,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
4058,2023-01-04,DANGEROUS DRUGS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
4059,2023-01-30,GRAND LARCENY,MANHATTAN,FELONY,65+,M
4060,2023-01-02,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
4061,2023-01-03,GRAND LARCENY,BROOKLYN,FELONY,18-24,F
4062,2023-01-12,HARRASSMENT 2,MANHATTAN,VIOLATION,45-64,M
4063,2023-01-06,NYS LAWS-UNCLASSIFIED FELONY,MANHATTAN,FELONY,UNKNOWN,E
4064,2023-01-21,OFF. AGNST PUB ORD SENSBLTY &,MANHATTAN,MISDEMEANOR,25-44,M
4065,2023-01-03,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,45-64,M
4066,2023-01-01,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,F
4067,2023-01-19,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,45-64,M
4068,2023-01-29,PETIT LARCENY,MANHATTAN,MISDEMEANOR,18-24,M
4069,2023-01-23,POSSESSION OF STOLEN PROPERTY,MANHATTAN,FELONY,25-44,M
4070,2023-01-01,VEHICLE AND TRAFFIC LAWS,MANHATTAN,MISDEMEANOR,65+,F
4071,2023-01-27,PETIT LARCENY,BROOKLYN,MISDEMEANOR,25-44,F
4072,2023-01-25,OFF. AGNST PUB ORD SENSBLTY &,BROOKLYN,MISDEMEANOR,25-44,F
4073,2023-01-01,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,UNKNOWN,D
4074,2023-01-21,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,F
4075,2023-01-06,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,FELONY,25-44,F
4076,2023-01-08,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,18-24,F
4077,2023-01-24,HARRASSMENT 2,MANHATTAN,VIOLATION,UNKNOWN,M
4078,2023-01-07,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
4079,2023-01-16,PETIT LARCENY,MANHATTAN,MISDEMEANOR,45-64,M
4080,2023-01-26,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
4081,2023-01-18,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,MISDEMEANOR,45-64,F
4082,2023-01-26,PETIT LARCENY,BROOKLYN,MISDEMEANOR,45-64,M
4083,2023-01-11,GRAND LARCENY,MANHATTAN,FELONY,45-64,M
4084,2023-01-29,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,FELONY,25-44,M
4085,2023-01-20,FELONY ASSAULT,BROOKLYN,FELONY,<18,F
4086,2023-01-11,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,25-44,M
4087,2023-01-09,PETIT LARCENY,BROOKLYN,MISDEMEANOR,25-44,F
4088,2023-01-02,NYS LAWS-UNCLASSIFIED FELONY,MANHATTAN,FELONY,UNKNOWN,E
4089,2023-01-14,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,F
4090,2023-01-10,PETIT LARCENY,BROOKLYN,MISDEMEANOR,45-64,M
4091,2023-01-11,ROBBERY,BROOKLYN,FELONY,18-24,M
4092,2023-01-14,GRAND LARCENY,MANHATTAN,FELONY,25-44,F
4093,2023-01-28,GRAND LARCENY,MANHATTAN,FELONY,UNKNOWN,M
4094,2023-01-26,OFF. AGNST PUB ORD SENSBLTY &,MANHATTAN,MISDEMEANOR,25-44,F
4095,2023-01-18,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
4096,2023-01-16,BURGLARY,BROOKLYN,FELONY,65+,F
4097,2023-01-19,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
4098,2023-01-18,GRAND LARCENY,MANHATTAN,FELONY,UNKNOWN,D
4099,2023-01-24,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
4100,2023-01-14,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,FELONY,UNKNOWN,D
4101,2023-01-29,MISCELLANEOUS PENAL LAW,BROOKLYN,FELONY,18-24,M
4102,2023-01-11,NYS LAWS-UNCLASSIFIED FELONY,MANHATTAN,FELONY,UNKNOWN,E
4103,2023-01-30,GRAND LARCENY,BROOKLYN,FELONY,45-64,F
4104,2023-01-16,PETIT LARCENY OF MOTOR VEHICLE,BROOKLYN,MISDEMEANOR,25-44,M
4105,2023-01-19,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,FELONY,25-44,F
4106,2023-01-10,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,FELONY,UNKNOWN,D
4107,2023-01-30,HARRASSMENT 2,MANHATTAN,VIOLATION,45-64,M
4108,2023-01-11,FRAUDS,BROOKLYN,MISDEMEANOR,65+,M
4109,2023-01-10,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
4110,2023-01-15,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,25-44,F
4111,2023-01-18,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
4112,2023-01-03,GRAND LARCENY,MANHATTAN,FELONY,UNKNOWN,D
4113,2023-01-20,GRAND LARCENY,MANHATTAN,FELONY,UNKNOWN,D
4114,2023-01-01,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
4115,2023-01-27,ROBBERY,MANHATTAN,FELONY,25-44,M
4116,2023-01-30,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,MISDEMEANOR,25-44,M
4117,2023-01-22,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,F
4118,2023-01-22,PETIT LARCENY,MANHATTAN,MISDEMEANOR,25-44,M
4119,2023-01-05,PETIT LARCENY,MANHATTAN,MISDEMEANOR,25-44,M
4120,2023-01-30,CRIMINAL MISCHIEF & RELATED OF,BROOKLYN,MISDEMEANOR,25-44,M
4121,2023-01-23,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
4122,2023-01-07,DANGEROUS WEAPONS,BROOKLYN,FELONY,UNKNOWN,E
4123,2023-01-30,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,25-44,M
4124,2023-01-18,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,F
4125,2023-01-05,OFFENSES AGAINST PUBLIC ADMINI,MANHATTAN,MISDEMEANOR,18-24,F
4126,2023-01-22,OFFENSES AGAINST PUBLIC ADMINI,MANHATTAN,MISDEMEANOR,45-64,F
4127,2023-01-11,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
4128,2023-01-12,HARRASSMENT 2,BROOKLYN,VIOLATION,45-64,M
4129,2023-01-12,HARRASSMENT 2,BROOKLYN,VIOLATION,45-64,F
4130,2023-01-11,CRIMINAL TRESPASS,MANHATTAN,MISDEMEANOR,UNKNOWN,D
4131,2023-01-07,OTHER OFFENSES RELATED TO THEF,BROOKLYN,MISDEMEANOR,25-44,M
4132,2023-01-11,GRAND LARCENY,MANHATTAN,FELONY,UNKNOWN,D
4133,2023-01-20,RAPE,BROOKLYN,FELONY,18-24,F
4134,2023-01-10,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,45-64,F
4135,2023-01-04,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,F
4136,2023-01-18,DANGEROUS DRUGS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
4137,2023-01-20,BURGLARY,MANHATTAN,FELONY,UNKNOWN,D
4138,2023-01-27,GRAND LARCENY,BROOKLYN,FELONY,45-64,M
4139,2023-01-18,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
4140,2023-01-05,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,UNKNOWN,D
4141,2023-01-07,PETIT LARCENY,MANHATTAN,MISDEMEANOR,65+,F
4142,2023-01-20,PETIT LARCENY,(null),MISDEMEANOR,18-24,F
4143,2023-01-30,DANGEROUS DRUGS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
4144,2023-01-25,ROBBERY,BROOKLYN,FELONY,18-24,M
4145,2023-01-25,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
4146,2023-01-08,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,25-44,M
4147,2023-01-19,ASSAULT 3 & RELATED OFFENSES,MANHATTAN,MISDEMEANOR,45-64,M
4148,2023-01-22,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
4149,2023-01-20,DANGEROUS DRUGS,MANHATTAN,MISDEMEANOR,UNKNOWN,E
4150,2023-01-11,HARRASSMENT 2,BROOKLYN,VIOLATION,25-44,M
4151,2023-01-22,HARRASSMENT 2,MANHATTAN,VIOLATION,25-44,F
4152,2023-01-31,ASSAULT 3 & RELATED OFFENSES,BROOKLYN,MISDEMEANOR,25-44,M
4153,2023-01-03,GRAND LARCENY,BROOKLYN,FELONY,25-44,F
4154,2023-01-20,MURDER & NON-NEGL. MANSLAUGHTER,BROOKLYN,FELONY,<18,M
4155,2023-01-21,PETIT LARCENY,MANHATTAN,MISDEMEANOR,UNKNOWN,D
4156,2023-01-03,PETIT LARCENY,BROOKLYN,MISDEMEANOR,UNKNOWN,D
